,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
51867,12343222,JE202980,04/18/2021 01:30:00 PM,038XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1122,11,28.0,26,08B,1150913.0,1898740.0,2021,04/25/2021 04:52:22 PM,41.878034674,-87.72134812899999,"(41.878034674, -87.721348129)"
51868,12343550,JE203328,04/18/2021 08:48:00 PM,105XX S OGLESBY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,False,False,434,4,7.0,51,14,1193859.0,1835636.0,2021,04/25/2021 04:52:22 PM,41.703924869,-87.565731769,"(41.703924869, -87.565731769)"
51869,12344359,JE204289,04/18/2021 01:00:00 PM,055XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1522,15,29.0,25,08B,1139376.0,1900200.0,2021,04/25/2021 04:52:22 PM,41.882259032,-87.763674222,"(41.882259032, -87.763674222)"
51870,12343589,JE203231,04/18/2021 12:00:00 PM,0000X E 118TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,532,5,9.0,53,11,1178578.0,1826736.0,2021,04/25/2021 04:52:22 PM,41.67986213,-87.621956595,"(41.67986213, -87.621956595)"
51871,12343417,JE203281,04/18/2021 07:30:00 PM,013XX N HUDSON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1821,18,27.0,8,11,1173068.0,1909520.0,2021,04/25/2021 04:52:22 PM,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
51872,12342893,JE202585,04/18/2021 01:30:00 AM,040XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1712,17,39.0,14,06,1148714.0,1931595.0,2021,04/25/2021 04:52:22 PM,41.968234566999996,-87.72857161600001,"(41.968234567, -87.728571616)"
51873,12344644,JE204619,04/18/2021 04:30:00 PM,018XX N MONITOR AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,2531,25,29.0,25,11,1137141.0,1911573.0,2021,04/25/2021 04:52:22 PM,41.913508386,-87.771607851,"(41.913508386, -87.771607851)"
51875,12343039,JE202723,04/18/2021 07:40:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,False,False,1655,16,41.0,76,06,1104700.0,1933741.0,2021,04/25/2021 04:52:22 PM,41.974861952,-87.89037215100001,"(41.974861952, -87.890372151)"
51876,12343265,JE203018,04/18/2021 02:00:00 PM,038XX W 26TH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1013,10,22.0,30,06,1151338.0,1886454.0,2021,04/25/2021 04:52:22 PM,41.844312122,-87.72010983,"(41.844312122, -87.72010983)"
51877,12343941,JE203720,04/18/2021 09:00:00 PM,027XX N KIMBALL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1412,14,35.0,22,08B,1153248.0,1917964.0,2021,04/25/2021 04:52:22 PM,41.930741105,-87.712263464,"(41.930741105, -87.712263464)"
51878,12343295,JE203071,04/18/2021 02:40:00 PM,016XX W 81ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,614,6,21.0,71,08B,1166630.0,1850994.0,2021,04/25/2021 04:52:22 PM,41.746692325,-87.665002465,"(41.746692325, -87.665002465)"
51882,12342985,JE202671,04/18/2021 05:30:00 AM,047XX N KEATING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1722,17,39.0,16,08B,1143843.0,1931027.0,2021,04/25/2021 04:52:22 PM,41.966768881,-87.74649648399999,"(41.966768881, -87.746496484)"
51883,12346328,JE206632,04/18/2021 01:42:00 PM,007XX E 60TH ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,313,3,20.0,42,08B,1182179.0,1865389.0,2021,04/25/2021 04:52:22 PM,41.785848109,-87.607582382,"(41.785848109, -87.607582382)"
51886,12343649,JE203347,04/18/2021 08:58:00 PM,115XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,False,False,532,5,9.0,53,14,1179987.0,1827926.0,2021,04/25/2021 04:52:22 PM,41.683095624,-87.616762826,"(41.683095624, -87.616762826)"
51887,12343774,JE203536,04/18/2021 06:00:00 PM,043XX W CORTEZ ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1111,11,37.0,23,14,1147245.0,1906643.0,2021,04/25/2021 04:52:22 PM,41.899792368,-87.73461380799999,"(41.899792368, -87.734613808)"
51890,12344771,JE204755,04/18/2021 11:35:00 AM,018XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,2032,20,47.0,4,06,1163385.0,1931915.0,2021,04/25/2021 04:52:22 PM,41.968815819,-87.674618145,"(41.968815819, -87.674618145)"
51891,12343030,JE202724,04/18/2021 08:05:00 AM,025XX N CENTRAL AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2515,25,30.0,19,06,1138618.0,1916230.0,2021,04/25/2021 04:52:22 PM,41.926261042,-87.76606839799999,"(41.926261042, -87.766068398)"
51892,12342905,JE202598,04/18/2021 02:00:00 AM,050XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,STREET,False,False,2024,20,48.0,3,08A,1168722.0,1933745.0,2021,04/25/2021 04:52:22 PM,41.973723118,-87.65494095700001,"(41.973723118, -87.654940957)"
51894,12344270,JE203979,04/18/2021 12:00:00 PM,073XX S MORGAN ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,733,7,17.0,68,08A,1170912.0,1856254.0,2021,04/25/2021 04:52:22 PM,41.761034113,-87.649158884,"(41.761034113, -87.649158884)"
51895,12343203,JE202872,04/18/2021 09:59:00 AM,023XX W MORSE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,2411,24,50.0,2,04A,1159377.0,1945866.0,2021,04/25/2021 04:52:22 PM,42.007181538000005,-87.6889695,"(42.007181538, -87.6889695)"
51896,12343237,JE202848,04/18/2021 10:30:00 AM,002XX W 111TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,522,5,34.0,49,08B,1176584.0,1830999.0,2021,04/25/2021 04:52:22 PM,41.691605394,-87.629127945,"(41.691605394, -87.629127945)"
51897,12343991,JE203719,04/18/2021 10:00:00 PM,006XX W HUBBARD ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12,27.0,24,04B,1171727.0,1903303.0,2021,04/25/2021 04:52:22 PM,41.890123156,-87.644789891,"(41.890123156, -87.644789891)"
51898,12343404,JE203140,04/18/2021 04:39:00 PM,045XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,215,2,3.0,38,06,1178801.0,1874983.0,2021,04/25/2021 04:52:22 PM,41.812252498,-87.61967559700001,"(41.812252498, -87.619675597)"
51899,12343307,JE203132,04/18/2021 12:00:00 PM,105XX S AVENUE H,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,432,4,10.0,52,11,1202833.0,1835774.0,2021,04/25/2021 04:52:22 PM,41.704079356,-87.532866736,"(41.704079356, -87.532866736)"
51900,12343387,JE203170,04/18/2021 05:15:00 PM,030XX W 111TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2211,22,19.0,74,08B,1158126.0,1830859.0,2021,04/25/2021 04:52:22 PM,41.691615429,-87.696709017,"(41.691615429, -87.696709017)"
51901,12342921,JE202602,04/18/2021 12:43:00 AM,053XX S ST LOUIS AVE,0550,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,STREET,False,False,822,8,14.0,63,04A,1153944.0,1869170.0,2021,04/25/2021 04:52:22 PM,41.796831084000004,-87.71100559700001,"(41.796831084, -87.711005597)"
51902,12346690,JE206572,04/18/2021 03:00:00 AM,005XX W SURF ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1934,19,44.0,6,14,1172017.0,1919394.0,2021,04/25/2021 04:52:22 PM,41.934271292,-87.643249435,"(41.934271292, -87.643249435)"
51904,12343153,JE202940,04/18/2021 11:40:00 AM,087XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,DRUG STORE,False,False,412,4,8.0,48,08A,1188321.0,1847402.0,2021,04/25/2021 04:52:22 PM,41.736345716,-87.585636406,"(41.736345716, -87.585636406)"
51905,12343610,JE203390,04/18/2021 08:00:00 AM,048XX S ELIZABETH ST,0810,THEFT,OVER $500,APARTMENT,False,False,933,9,20.0,61,06,1168807.0,1872743.0,2021,04/25/2021 04:52:22 PM,41.806327595,-87.65639806600001,"(41.806327595, -87.656398066)"
51908,12343289,JE203112,04/18/2021 12:00:00 PM,022XX N NARRAGANSETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2512,25,36.0,19,14,1133382.0,1914183.0,2021,04/25/2021 04:52:22 PM,41.920737272,-87.78535662899999,"(41.920737272, -87.785356629)"
51909,12343517,JE203105,04/18/2021 03:54:00 PM,079XX S ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,835,8,18.0,70,14,1161426.0,1851871.0,2021,04/25/2021 04:52:22 PM,41.749208282,-87.68404705799999,"(41.749208282, -87.684047058)"
51911,12343041,JE202755,04/18/2021 12:05:00 AM,106XX S YATES AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,434,4,7.0,51,08A,1194343.0,1834995.0,2021,04/25/2021 04:52:22 PM,41.702154047,-87.563980453,"(41.702154047, -87.563980453)"
51912,12343719,JE203464,04/18/2021 07:00:00 AM,029XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1135,11,28.0,27,08B,1156960.0,1896231.0,2021,04/25/2021 04:52:22 PM,41.87102926,-87.69921294299999,"(41.87102926, -87.699212943)"
51913,12343115,JE202900,04/18/2021 11:30:00 AM,0000X E CHICAGO AVE,0820,THEFT,$500 AND UNDER,STREET,False,True,1833,18,42.0,8,06,1176365.0,1905732.0,2021,04/25/2021 04:52:22 PM,41.896685065999996,-87.627683859,"(41.896685066, -87.627683859)"
51914,12343578,JE203350,04/18/2021 09:25:00 PM,066XX S BISHOP ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,725,7,16.0,67,04B,1167807.0,1860778.0,2021,04/25/2021 04:52:22 PM,41.773515761999995,-87.66040919299999,"(41.773515762, -87.660409193)"
51916,12343485,JE203304,04/18/2021 08:10:00 PM,027XX W LEXINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1135,11,28.0,27,14,1158244.0,1896590.0,2021,04/25/2021 04:52:22 PM,41.871988266,-87.69448909399999,"(41.871988266, -87.694489094)"
51919,12343775,JE203540,04/18/2021 12:00:00 PM,020XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,SCHOOL - PRIVATE GROUNDS,False,False,1223,12,27.0,28,14,1162662.0,1899079.0,2021,04/25/2021 04:52:22 PM,41.878726928,-87.678199026,"(41.878726928, -87.678199026)"
51920,12344311,JE203713,04/18/2021 01:30:00 PM,052XX S Lake Park Ave,0870,THEFT,POCKET-PICKING,STREET,False,False,234,2,4.0,41,06,1187625.0,1870835.0,2021,04/25/2021 04:52:22 PM,41.80066446,-87.587441769,"(41.80066446, -87.587441769)"
51922,12343565,JE203371,04/18/2021 09:50:00 PM,003XX E 75TH ST,0560,ASSAULT,SIMPLE,RESTAURANT,False,False,323,3,6.0,69,08A,1179912.0,1855363.0,2021,04/25/2021 04:52:22 PM,41.75838795,-87.616200733,"(41.75838795, -87.616200733)"
51924,12343533,JE203308,04/18/2021 08:30:00 PM,094XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2221,22,21.0,73,06,1167325.0,1842212.0,2021,04/25/2021 04:52:22 PM,41.722578383000005,-87.66270654799999,"(41.722578383, -87.662706548)"
51925,12343227,JE202865,04/18/2021 10:52:00 AM,009XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1121,11,27.0,23,08B,1152538.0,1906113.0,2021,04/25/2021 04:52:22 PM,41.898234986999995,-87.715186457,"(41.898234987, -87.715186457)"
51926,12344007,JE203889,04/18/2021 10:30:00 PM,132XX S BALTIMORE AVE,0460,BATTERY,SIMPLE,ALLEY,False,False,433,4,10.0,55,08B,1199097.0,1817873.0,2021,04/25/2021 04:52:22 PM,41.65505165,-87.54714511200001,"(41.65505165, -87.547145112)"
51927,12343133,JE202762,04/18/2021 08:44:00 AM,088XX S DANTE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,412,4,8.0,48,04B,1187331.0,1846596.0,2021,04/25/2021 04:52:22 PM,41.734157513,-87.589288905,"(41.734157513, -87.589288905)"
51928,12344035,JE203825,04/18/2021 03:30:00 PM,006XX W HUBBARD ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12,27.0,24,06,1171674.0,1903301.0,2021,04/25/2021 04:52:22 PM,41.890118835,-87.64498458899999,"(41.890118835, -87.644984589)"
51930,12343603,JE203413,04/18/2021 11:40:00 PM,071XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,732,7,6.0,68,08B,1173382.0,1857510.0,2021,04/25/2021 04:52:22 PM,41.764426463,-87.640069098,"(41.764426463, -87.640069098)"
51931,12343053,JE202701,04/18/2021 07:12:00 AM,076XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,621,6,17.0,71,08B,1171298.0,1854193.0,2021,04/25/2021 04:52:22 PM,41.755370033,-87.647804364,"(41.755370033, -87.647804364)"
51932,12343501,JE203175,04/18/2021 05:15:00 PM,031XX W ARTHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1134,11,24.0,27,08B,1155541.0,1895868.0,2021,04/25/2021 04:52:22 PM,41.870061798,-87.70443239,"(41.870061798, -87.70443239)"
51934,12343251,JE203031,04/18/2021 02:30:00 PM,028XX S AVERS AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,1031,10,22.0,30,08A,1151170.0,1884810.0,2021,04/25/2021 04:52:22 PM,41.839804066999996,-87.72076939600001,"(41.839804067, -87.720769396)"
51935,12345202,JE205300,04/18/2021 06:18:00 PM,050XX S DREXEL BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,222,2,4.0,39,14,1183166.0,1871818.0,2021,04/25/2021 04:52:22 PM,41.803466906,-87.60376356100001,"(41.803466906, -87.603763561)"
51936,12343141,JE202904,04/18/2021 10:00:00 AM,066XX S KIMBARK AVE,0810,THEFT,OVER $500,STREET,False,False,321,3,5.0,42,06,1185779.0,1861183.0,2021,04/25/2021 04:52:22 PM,41.774222343000005,-87.59451572200001,"(41.774222343, -87.594515722)"
51937,12343253,JE203062,04/18/2021 02:30:00 PM,017XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,131,1,3.0,33,14,1176607.0,1891853.0,2021,04/25/2021 04:52:22 PM,41.858594819000004,-87.62721442700001,"(41.858594819, -87.627214427)"
51938,12345851,JE205635,04/18/2021 09:15:00 AM,010XX W 15TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1232,12,11.0,28,14,1169931.0,1892930.0,2021,04/25/2021 04:52:22 PM,41.861698243,-87.651688112,"(41.861698243, -87.651688112)"
51939,12343213,JE202963,04/18/2021 12:30:00 PM,062XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),False,False,314,3,20.0,42,14,1185712.0,1863948.0,2021,04/25/2021 04:52:22 PM,41.781811321,-87.59467426399999,"(41.781811321, -87.594674264)"
51940,12343542,JE203324,04/18/2021 08:25:00 PM,005XX E 74TH ST,0460,BATTERY,SIMPLE,STREET,False,False,323,3,6.0,69,08B,1180963.0,1856063.0,2021,04/25/2021 04:52:22 PM,41.760284718,-87.61232744,"(41.760284718, -87.61232744)"
51942,12343583,JE203368,04/18/2021 08:56:00 PM,056XX W DIVISION ST,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,RESTAURANT,True,False,2531,25,29.0,25,04A,1138327.0,1907430.0,2021,04/25/2021 04:52:22 PM,41.902118105999996,-87.76735109100001,"(41.902118106, -87.767351091)"
51944,12343090,JE202790,04/18/2021 09:00:00 AM,053XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,231,2,3.0,40,14,1178948.0,1869670.0,2021,04/25/2021 04:52:22 PM,41.797669806,-87.61929830700001,"(41.797669806, -87.619298307)"
51945,12343424,JE203283,04/18/2021 06:00:00 PM,027XX W LEXINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1135,11,28.0,27,14,1158244.0,1896590.0,2021,04/25/2021 04:52:22 PM,41.871988266,-87.69448909399999,"(41.871988266, -87.694489094)"
51946,12343667,JE203006,04/18/2021 02:20:00 PM,078XX S KOSTNER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,834,8,18.0,70,08A,1148434.0,1852047.0,2021,04/25/2021 04:52:22 PM,41.749950429,-87.73165092200001,"(41.749950429, -87.731650922)"
51947,12343624,JE203333,04/18/2021 08:58:00 PM,003XX E 116TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,532,5,9.0,53,14,1180284.0,1827746.0,2021,04/25/2021 04:52:22 PM,41.682594894,-87.615681114,"(41.682594894, -87.615681114)"
51948,12343524,JE203279,04/18/2021 07:15:00 PM,065XX N HAMILTON AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,2412,24,50.0,2,08A,1160789.0,1943178.0,2021,04/25/2021 04:52:22 PM,41.999776306,-87.68384951700001,"(41.999776306, -87.683849517)"
51949,12342876,JE202592,04/18/2021 01:45:00 AM,052XX W FULTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1523,15,28.0,25,08B,1141410.0,1901441.0,2021,04/25/2021 04:52:22 PM,41.885627199,-87.75617461200001,"(41.885627199, -87.756174612)"
51950,12343278,JE203075,04/18/2021 03:10:00 PM,008XX N CICERO AVE,0460,BATTERY,SIMPLE,GAS STATION,False,False,1111,11,37.0,25,08B,1144207.0,1904963.0,2021,04/28/2021 04:51:49 PM,41.895239896,-87.745814792,"(41.895239896, -87.745814792)"
51951,12343552,JE203336,04/18/2021 09:00:00 PM,061XX S KENWOOD AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,314,3,20.0,42,08B,1186129.0,1864575.0,2021,04/25/2021 04:52:22 PM,41.783522020999996,-87.59312567100001,"(41.783522021, -87.593125671)"
51952,12343050,JE202698,04/18/2021 07:32:00 AM,071XX S UNION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,732,7,6.0,68,14,1172982.0,1857607.0,2021,04/25/2021 04:52:22 PM,41.764701480999996,-87.641532337,"(41.764701481, -87.641532337)"
51953,12344368,JE204210,04/18/2021 12:00:00 AM,057XX S MARYLAND AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,HOSPITAL BUILDING / GROUNDS,False,False,235,2,5.0,41,04B,1182884.0,1867234.0,2021,04/25/2021 04:52:22 PM,41.790894592,-87.604940233,"(41.790894592, -87.604940233)"
51955,12343591,JE203398,04/18/2021 10:51:00 PM,007XX E 93RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,633,6,9.0,44,14,1182728.0,1843468.0,2021,04/25/2021 04:52:22 PM,41.725681875,-87.60624876799999,"(41.725681875, -87.606248768)"
51956,12343135,JE202880,04/18/2021 10:00:00 AM,091XX S BLACKSTONE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,413,4,8.0,48,08B,1187709.0,1844724.0,2021,04/25/2021 04:52:22 PM,41.729011574,-87.587963499,"(41.729011574, -87.587963499)"
51957,12343416,JE203136,04/18/2021 04:35:00 PM,014XX N WASHTENAW AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,False,False,1423,14,1.0,24,04B,1158150.0,1909537.0,2021,04/25/2021 04:52:22 PM,41.907517923,-87.694480307,"(41.907517923, -87.694480307)"
51958,12344465,JE204381,04/18/2021 09:57:00 PM,014XX S BLUE ISLAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,POLICE FACILITY / VEHICLE PARKING LOT,False,False,1233,12,25.0,28,14,1168519.0,1893359.0,2021,04/25/2021 04:52:22 PM,41.862906101,-87.656858884,"(41.862906101, -87.656858884)"
51959,12343500,JE203120,04/18/2021 04:14:00 PM,008XX N CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,False,1111,11,37.0,25,14,1144207.0,1904963.0,2021,04/25/2021 04:52:22 PM,41.895239896,-87.745814792,"(41.895239896, -87.745814792)"
51960,12343174,JE202930,04/18/2021 12:15:00 PM,028XX W MONROE ST,0820,THEFT,$500 AND UNDER,STREET,False,True,1124,11,27.0,27,06,1157572.0,1899563.0,2021,04/25/2021 04:52:22 PM,41.880160168,-87.696875353,"(41.880160168, -87.696875353)"
51962,12343650,JE203348,04/18/2021 08:58:00 PM,003XX E 116TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,False,False,532,5,9.0,53,14,1180264.0,1827745.0,2021,04/25/2021 04:52:22 PM,41.682592607,-87.61575435600001,"(41.682592607, -87.615754356)"
51963,12343577,JE203386,04/18/2021 09:51:00 PM,059XX W HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1511,15,29.0,25,08B,1136797.0,1904038.0,2021,04/25/2021 04:52:22 PM,41.892837592,-87.773052457,"(41.892837592, -87.773052457)"
51964,12344008,JE203337,04/18/2021 08:51:00 PM,053XX S DORCHESTER AVE,0810,THEFT,OVER $500,APARTMENT,False,True,234,2,4.0,41,06,1186450.0,1870210.0,2021,04/25/2021 04:52:22 PM,41.798977312,-87.59177058600001,"(41.798977312, -87.591770586)"
51965,12342941,JE202625,04/18/2021 02:50:00 AM,087XX S BEVERLY AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,2221,22,21.0,71,08A,1164779.0,1846604.0,2021,04/25/2021 04:52:22 PM,41.734684761,-87.671908646,"(41.734684761, -87.671908646)"
51967,12343317,JE202819,04/18/2021 09:52:00 AM,092XX S MANISTEE AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,423,4,7.0,48,08B,1196244.0,1844179.0,2021,04/25/2021 04:52:22 PM,41.727308981,-87.55671634299999,"(41.727308981, -87.556716343)"
51969,12343634,JE203476,04/18/2021 07:00:00 PM,081XX S PHILLIPS AVE,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,422,4,7.0,46,06,1193928.0,1851566.0,2021,04/25/2021 04:52:22 PM,41.747636577,-87.56495842700001,"(41.747636577, -87.564958427)"
51970,12343078,JE202735,04/18/2021 06:11:00 AM,109XX S CHURCH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,2212,22,19.0,75,08A,1167148.0,1831769.0,2021,04/25/2021 04:52:22 PM,41.693924899,-87.663652357,"(41.693924899, -87.663652357)"
51973,12343596,JE203374,04/18/2021 10:10:00 PM,039XX N GREENVIEW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1922,19,47.0,6,08B,1165373.0,1926214.0,2021,04/25/2021 04:52:22 PM,41.953129865,-87.66747124,"(41.953129865, -87.66747124)"
51975,12343257,JE203000,04/18/2021 01:45:00 PM,069XX S VINCENNES AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,731,7,6.0,69,04A,1176982.0,1858801.0,2021,04/25/2021 04:52:22 PM,41.767888734,-87.62683537299999,"(41.767888734, -87.626835373)"
51976,12343324,JE203139,04/18/2021 10:00:00 AM,008XX W 63RD ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,712,7,16.0,68,06,1171905.0,1863080.0,2021,04/25/2021 04:52:22 PM,41.779743747,-87.645319351,"(41.779743747, -87.645319351)"
51977,12342949,JE202644,04/18/2021 04:10:00 AM,058XX N KENMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2022,20,48.0,77,08B,1168188.0,1938974.0,2021,04/25/2021 04:52:22 PM,41.988083216,-87.656752717,"(41.988083216, -87.656752717)"
51978,12343150,JE202822,04/18/2021 09:56:00 AM,046XX W MC LEAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,2522,25,36.0,19,14,1145032.0,1913219.0,2021,04/25/2021 04:52:22 PM,41.917879701,-87.742575911,"(41.917879701, -87.742575911)"
51980,12343518,JE203211,04/18/2021 06:00:00 PM,054XX S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,822,8,14.0,63,14,1154971.0,1868353.0,2021,04/25/2021 04:52:22 PM,41.794568655999996,-87.707261262,"(41.794568656, -87.707261262)"
51981,12343564,JE203361,04/18/2021 09:45:00 PM,036XX W LELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1723,17,35.0,14,08B,1151350.0,1930989.0,2021,04/25/2021 04:52:22 PM,41.966520196,-87.718895116,"(41.966520196, -87.718895116)"
51982,12343411,JE203124,04/18/2021 04:21:00 PM,018XX N DRAKE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CHA APARTMENT,False,True,1422,14,1.0,22,04A,1152529.0,1911978.0,2021,04/25/2021 04:52:22 PM,41.914329271,-87.71506424799999,"(41.914329271, -87.715064248)"
51983,12344075,JE203394,04/18/2021 09:54:00 PM,015XX N WALLER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),False,False,2531,25,29.0,25,14,1138056.0,1909641.0,2021,04/25/2021 04:52:22 PM,41.908190257,-87.76829303299999,"(41.908190257, -87.768293033)"
51986,12343823,JE203689,04/18/2021 10:30:00 PM,101XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,511,5,9.0,49,14,1181033.0,1837855.0,2021,04/25/2021 04:52:22 PM,41.710318216,-87.612629701,"(41.710318216, -87.612629701)"
51987,12343783,JE203370,04/18/2021 09:45:00 PM,004XX N PARK DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,1834,18,42.0,8,08B,1178583.0,1903429.0,2021,04/25/2021 04:52:22 PM,41.89031518,-87.619607985,"(41.89031518, -87.619607985)"
